NAME OF DATA ELEMENT,developer-friendly name,VARIABLE NAME,API data type,VALUE,LABEL
Percent of students who received a federal loan at the institution and who were still enrolled at original institution within 8 years,,LOAN_ENRL_ORIG_YR8_RT,float,,
Percent of students who received a federal loan at the institution and who transferred to a 4-year institution and were still enrolled within 8 years,,LOAN_ENRL_4YR_TRANS_YR8_RT,float,,
Percent of students who received a federal loan at the institution and who transferred to a 2-year institution and were still enrolled within 8 years,,LOAN_ENRL_2YR_TRANS_YR8_RT,float,,
Percent of students who received a federal loan at the institution and with status unknown within 8 years at original institution,,LOAN_UNKN_ORIG_YR8_RT,float,,
Percent of students who received a federal loan at the institution and who transferred to a 4-year institution and whose status is unknown within 8 years,,LOAN_UNKN_4YR_TRANS_YR8_RT,float,,
Percent of students who received a federal loan at the institution and who transferred to a 2-year institution and whose status is unknown within 8 years,,LOAN_UNKN_2YR_TRANS_YR8_RT,float,,
Percent of students who never received a federal loan at the institution and who died within 8 years at original institution,,NOLOAN_DEATH_YR8_RT,float,,
Percent of students who never received a federal loan at the institution and who completed in 8 years at original institution,,NOLOAN_COMP_ORIG_YR8_RT,float,,
Percent of students who never received a federal loan at the institution and who transferred to a 4-year institution and completed within 8 years,,NOLOAN_COMP_4YR_TRANS_YR8_RT,float,,
Percent of students who never received a federal loan at the institution and who transferred to a 2-year institution and completed within 8 years,,NOLOAN_COMP_2YR_TRANS_YR8_RT,float,,
Percent of students who never received a federal loan at the institution and withdrew from original institution within 8 years,,NOLOAN_WDRAW_ORIG_YR8_RT,float,,
Percent of students who never received a federal loan at the institution and who transferred to a 4-year institution and withdrew within 8 years,,NOLOAN_WDRAW_4YR_TRANS_YR8_RT,float,,
Percent of students who never received a federal loan at the institution and who transferred to a 2-year institution and withdrew within 8 years,,NOLOAN_WDRAW_2YR_TRANS_YR8_RT,float,,
Percent of students who never received a federal loan at the institution and who were still enrolled at original institution within 8 years,,NOLOAN_ENRL_ORIG_YR8_RT,float,,
Percent of students who never received a federal loan at the institution and who transferred to a 4-year institution and were still enrolled within 8 years,,NOLOAN_ENRL_4YR_TRANS_YR8_RT,float,,
Percent of students who never received a federal loan at the institution and who transferred to a 2-year institution and were still enrolled within 8 years,,NOLOAN_ENRL_2YR_TRANS_YR8_RT,float,,
Percent of students who never received a federal loan at the institution and with status unknown within 8 years at original institution,,NOLOAN_UNKN_ORIG_YR8_RT,float,,
Percent of students who never received a federal loan at the institution and who transferred to a 4-year institution and whose status is unknown within 8 years,,NOLOAN_UNKN_4YR_TRANS_YR8_RT,float,,
Percent of students who never received a federal loan at the institution and who transferred to a 2-year institution and whose status is unknown within 8 years,,NOLOAN_UNKN_2YR_TRANS_YR8_RT,float,,
Percent of first-generation students who died within 8 years at original institution,,FIRSTGEN_DEATH_YR8_RT,float,,
Percent of first-generation students who completed within 8 years at original institution,,FIRSTGEN_COMP_ORIG_YR8_RT,float,,
Percent of first-generation students who transferred to a 4-year institution and completed within 8 years,,FIRSTGEN_COMP_4YR_TRANS_YR8_RT,float,,
Percent of first-generation students who transferred to a 2-year institution and completed within 8 years,,FIRSTGEN_COMP_2YR_TRANS_YR8_RT,float,,
Percent of first-generation students withdrawn from original institution within 8 years,,FIRSTGEN_WDRAW_ORIG_YR8_RT,float,,
Percent of first-generation students who transferred to a 4-year institution and withdrew within 8 years,,FIRSTGEN_WDRAW_4YR_TRANS_YR8_RT,float,,
Percent of first-generation students who transferred to a 2-year institution and withdrew within 8 years,,FIRSTGEN_WDRAW_2YR_TRANS_YR8_RT,float,,
Percent of first-generation students who were still enrolled at original institution within 8 years,,FIRSTGEN_ENRL_ORIG_YR8_RT,float,,
Percent of first-generation students who transferred to a 4-year institution and were still enrolled within 8 years,,FIRSTGEN_ENRL_4YR_TRANS_YR8_RT,float,,
Percent of first-generation students who transferred to a 2-year institution and were still enrolled within 8 years,,FIRSTGEN_ENRL_2YR_TRANS_YR8_RT,float,,
Percent of first-generation students with status unknown within 8 years at original institution,,FIRSTGEN_UNKN_ORIG_YR8_RT,float,,
Percent of first-generation students who transferred to a 4-year institution and whose status is unknown within 8 years,,FIRSTGEN_UNKN_4YR_TRANS_YR8_RT,float,,
Percent of first-generation students who transferred to a 2-year institution and whose status is unknown within 8 years,,FIRSTGEN_UNKN_2YR_TRANS_YR8_RT,float,,
Percent of not-first-generation students who died within 8 years at original institution,,NOT1STGEN_DEATH_YR8_RT,float,,
Percent of not-first-generation students who completed within 8 years at original institution,,NOT1STGEN_COMP_ORIG_YR8_RT,float,,
Percent of not-first-generation students who transferred to a 4-year institution and completed within 8 years,,NOT1STGEN_COMP_4YR_TRANS_YR8_RT,float,,
Percent of not-first-generation students who transferred to a 2-year institution and completed within 8 years,,NOT1STGEN_COMP_2YR_TRANS_YR8_RT,float,,
Percent of not-first-generation students withdrawn from original institution within 8 years,,NOT1STGEN_WDRAW_ORIG_YR8_RT,float,,
Percent of not-first-generation students who transferred to a 4-year institution and withdrew within 8 years,,NOT1STGEN_WDRAW_4YR_TRANS_YR8_RT,float,,
Percent of not-first-generation students who transferred to a 2-year institution and withdrew within 8 years,,NOT1STGEN_WDRAW_2YR_TRANS_YR8_RT,float,,
Percent of not-first-generation students who were still enrolled at original institution within 8 years,,NOT1STGEN_ENRL_ORIG_YR8_RT,float,,
Percent of not-first-generation students who transferred to a 4-year institution and were still enrolled within 8 years,,NOT1STGEN_ENRL_4YR_TRANS_YR8_RT,float,,
Percent of not-first-generation students who transferred to a 2-year institution and were still enrolled within 8 years,,NOT1STGEN_ENRL_2YR_TRANS_YR8_RT,float,,
Percent of not-first-generation students with status unknown within 8 years at original institution,,NOT1STGEN_UNKN_ORIG_YR8_RT,float,,
Percent of not-first-generation students who transferred to a 4-year institution and whose status is unknown within 8 years,,NOT1STGEN_UNKN_4YR_TRANS_YR8_RT,float,,
Percent of not-first-generation students who transferred to a 2-year institution and whose status is unknown within 8 years,,NOT1STGEN_UNKN_2YR_TRANS_YR8_RT,float,,
"Fraction of repayment cohort that has not defaulted, and with loan balances that have declined one year since entering repayment, excluding enrolled and military deferment from calculation. (Rolling averages)",,RPY_1YR_RT,float,,
One-year repayment rate for completers,1_yr_repayment.completers,COMPL_RPY_1YR_RT,float,,
One-year repayment rate for non-completers,1_yr_repayment.noncompleters,NONCOM_RPY_1YR_RT,float,,
"One-year repayment rate by family income ($0-30,000)",1_yr_repayment.income.0_30000,LO_INC_RPY_1YR_RT,float,,
"One-year repayment rate by family income ($30,000-75,000)",1_yr_repayment.income.30000_75000,MD_INC_RPY_1YR_RT,float,,
"One-year repayment rate by family income ($75,000+)",1_yr_repayment.income.greater_than_75000,HI_INC_RPY_1YR_RT,float,,
One-year repayment rate for dependent students,1_yr_repayment.dependent_students,DEP_RPY_1YR_RT,float,,
One-year repayment rate for independent students,1_yr_repayment.independent_students,IND_RPY_1YR_RT,float,,
One-year repayment rate for students who received a Pell grant while at the school,1_yr_repayment.pell_grant,PELL_RPY_1YR_RT,float,,
One-year repayment rate for students who never received a Pell grant while at school,1_yr_repayment.no_pell_grant,NOPELL_RPY_1YR_RT,float,,
One-year repayment rate for females,1_yr_repayment.female_students,FEMALE_RPY_1YR_RT,float,,
One-year repayment rate for males,1_yr_repayment.male_students,MALE_RPY_1YR_RT,float,,
One-year repayment rate for first-generation students,1_yr_repayment.first_generation_students,FIRSTGEN_RPY_1YR_RT,float,,
One-year repayment rate for students who are not first-generation,1_yr_repayment.non_first_generation_students,NOTFIRSTGEN_RPY_1YR_RT,float,,
"Fraction of repayment cohort that has not defaulted, and with loan balances that have declined three years since entering repayment, excluding enrolled and military deferment from calculation.  (rolling averages)",repayment_cohort.3_year_declining_balance,RPY_3YR_RT,float,,
Three-year repayment rate for completers,3_yr_repayment.completers,COMPL_RPY_3YR_RT,float,,
Three-year repayment rate for non-completers,3_yr_repayment.noncompleters,NONCOM_RPY_3YR_RT,float,,
"Three-year repayment rate by family income ($0-30,000)",3_yr_repayment.income.0_30000,LO_INC_RPY_3YR_RT,float,,
"Three-year repayment rate by family income ($30,000-75,000)",3_yr_repayment.income.30000_75000,MD_INC_RPY_3YR_RT,float,,
"Three-year repayment rate by family income ($75,000+)",3_yr_repayment.income.greater_than_75000,HI_INC_RPY_3YR_RT,float,,
Three-year repayment rate for dependent students,3_yr_repayment.dependent_students,DEP_RPY_3YR_RT,float,,
Three-year repayment rate for independent students,3_yr_repayment.independent_students,IND_RPY_3YR_RT,float,,
Three-year repayment rate for students who received a Pell grant while at the school,3_yr_repayment.pell_grant,PELL_RPY_3YR_RT,float,,
Three-year repayment rate for students who never received a Pell grant while at school,3_yr_repayment.no_pell_grant,NOPELL_RPY_3YR_RT,float,,
Three-year repayment rate for females,3_yr_repayment.female_students,FEMALE_RPY_3YR_RT,float,,
Three-year repayment rate for males,3_yr_repayment.male_students,MALE_RPY_3YR_RT,float,,
Three-year repayment rate for first-generation students,3_yr_repayment.first_generation_students,FIRSTGEN_RPY_3YR_RT,float,,
Three-year repayment rate for students who are not first-generation,3_yr_repayment.non_first_generation_students,NOTFIRSTGEN_RPY_3YR_RT,float,,
"Fraction of repayment cohort that has not defaulted, and with loan balances that have declined five years since entering repayment, excluding enrolled and military deferment from calculation.  (rolling averages)",repayment_cohort.5_year_declining_balance,RPY_5YR_RT,float,,
Five-year repayment rate for completers,5_yr_repayment.completers,COMPL_RPY_5YR_RT,float,,
Five-year repayment rate for non-completers,5_yr_repayment.noncompleters,NONCOM_RPY_5YR_RT,float,,
"Five-year repayment rate by family income ($0-30,000)",5_yr_repayment.income.0_30000,LO_INC_RPY_5YR_RT,float,,
"Five-year repayment rate by family income ($30,000-75,000)",5_yr_repayment.income.30000_75000,MD_INC_RPY_5YR_RT,float,,
"Five-year repayment rate by family income ($75,000+)",5_yr_repayment.income.greater_than_75000,HI_INC_RPY_5YR_RT,float,,
Five-year repayment rate for dependent students,5_yr_repayment.dependent_students,DEP_RPY_5YR_RT,float,,
Five-year repayment rate for independent students,5_yr_repayment.independent_students,IND_RPY_5YR_RT,float,,
Five-year repayment rate for students who received a Pell grant while at the school,5_yr_repayment.pell_grant,PELL_RPY_5YR_RT,float,,
Five-year repayment rate for students who never received a Pell grant while at school,5_yr_repayment.no_pell_grant,NOPELL_RPY_5YR_RT,float,,
Five-year repayment rate for females,5_yr_repayment.female_students,FEMALE_RPY_5YR_RT,float,,
Five-year repayment rate for males,5_yr_repayment.male_students,MALE_RPY_5YR_RT,float,,
Five-year repayment rate for first-generation students,5_yr_repayment.first_generation_students,FIRSTGEN_RPY_5YR_RT,float,,
Five-year repayment rate for students who are not first-generation,5_yr_repayment.non_first_generation_students,NOTFIRSTGEN_RPY_5YR_RT,float,,
"Fraction of repayment cohort that has not defaulted, and with loan balances that have declined seven years since entering repayment, excluding enrolled and military deferment from calculation.  (rolling averages)",repayment_cohort.7_year_declining_balance,RPY_7YR_RT,float,,
Seven-year repayment rate for completers,7_yr_repayment.completers,COMPL_RPY_7YR_RT,float,,
Seven-year repayment rate for non-completers,7_yr_repayment.noncompleters,NONCOM_RPY_7YR_RT,float,,
"Seven-year repayment rate by family income ($0-30,000)",7_yr_repayment.income.0_30000,LO_INC_RPY_7YR_RT,float,,
"Seven-year repayment rate by family income ($30,000-75,000)",7_yr_repayment.income.30000_75000,MD_INC_RPY_7YR_RT,float,,
"Seven-year repayment rate by family income ($75,000+)",7_yr_repayment.income.greater_than_75000,HI_INC_RPY_7YR_RT,float,,
Seven-year repayment rate for dependent students,7_yr_repayment.dependent_students,DEP_RPY_7YR_RT,float,,
Seven-year repayment rate for independent students,7_yr_repayment.independent_students,IND_RPY_7YR_RT,float,,
Seven-year repayment rate for students who received a Pell grant while at the school,7_yr_repayment.pell_grant,PELL_RPY_7YR_RT,float,,
Seven-year repayment rate for students who never received a Pell grant while at school,7_yr_repayment.no_pell_grant,NOPELL_RPY_7YR_RT,float,,
Seven-year repayment rate for females,7_yr_repayment.female_students,FEMALE_RPY_7YR_RT,float,,
Seven-year repayment rate for males,7_yr_repayment.male_students,MALE_RPY_7YR_RT,float,,
Seven-year repayment rate for first-generation students,7_yr_repayment.first_generation_students,FIRSTGEN_RPY_7YR_RT,float,,
Seven-year repayment rate for students who are not first-generation,7_yr_repayment.non_first_generation_students,NOTFIRSTGEN_RPY_7YR_RT,float,,
"Percentage of aided students whose family income is between $0-$30,000",,INC_PCT_LO,float,,
Percentage of students who are financially independent,,DEP_STAT_PCT_IND,float,,
"Percentage of students who are financially independent and have family incomes between $0-30,000",,DEP_INC_PCT_LO,float,,
"Percentage of students who are financially dependent and have family incomes between $0-30,000",,IND_INC_PCT_LO,float,,
Percentage first-generation students,,PAR_ED_PCT_1STGEN,float,,
"Aided students with family incomes between $30,001-$48,000 in nominal dollars",,INC_PCT_M1,float,,
"Aided students with family incomes between $48,001-$75,000 in nominal dollars",,INC_PCT_M2,float,,
"Aided students with family incomes between $75,001-$110,000 in nominal dollars",,INC_PCT_H1,float,,
"Aided students with family incomes between $110,001+ in nominal dollars",,INC_PCT_H2,float,,
"Dependent students with family incomes between $30,001-$48,000 in nominal dollars",,DEP_INC_PCT_M1,float,,
"Dependent students with family incomes between $48,001-$75,000 in nominal dollars",,DEP_INC_PCT_M2,float,,
"Dependent students with family incomes between $75,001-$110,000 in nominal dollars",,DEP_INC_PCT_H1,float,,
"Dependent students with family incomes between $110,001+ in nominal dollars",,DEP_INC_PCT_H2,float,,
"Independent students with family incomes between $30,001-$48,000 in nominal dollars",,IND_INC_PCT_M1,float,,
"Independent students with family incomes between $48,001-$75,000 in nominal dollars",,IND_INC_PCT_M2,float,,
"Independent students with family incomes between $75,001-$110,000 in nominal dollars",,IND_INC_PCT_H1,float,,
"Independent students with family incomes between $110,001+ in nominal dollars",,IND_INC_PCT_H2,float,,
Percent of students whose parents' highest educational level is middle school,,PAR_ED_PCT_MS,float, ,
Percent of students whose parents' highest educational level is high school,,PAR_ED_PCT_HS,float, ,
Percent of students whose parents' highest educational level was is some form of postsecondary education,,PAR_ED_PCT_PS,float, ,
Number of applications is greater than or equal to 2,,APPL_SCH_PCT_GE2,float,,
Number of applications is greater than or equal to 3,,APPL_SCH_PCT_GE3,float,,
Number of applications is greater than or equal to 4,,APPL_SCH_PCT_GE4,float,,
Number of applications is greater than or equal to 5,,APPL_SCH_PCT_GE5,float,,
Average family income of dependent students in real 2014 dollars.,,DEP_INC_AVG,integer,,
Average family income of independent students in real 2014 dollars. ,,IND_INC_AVG,integer,,
Number of students completed in overall 2-year completion cohort,2_yr_completion.overall,OVERALL_YR2_N,integer,,
"Number of low-income (less than $30,000 in nominal family income) students in overall 2-year completion cohort",2_yr_completion.low_income,LO_INC_YR2_N,integer,,
"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 2-year completion cohort",2_yr_completion.middle_income,MD_INC_YR2_N,integer,,
"Number of high-income (above $75,000 in nominal family income) students in overall 2-year completion cohort",2_yr_completion.high_income,HI_INC_YR2_N,integer,,
Number of dependent students in overall 2-year completion cohort,2_yr_completion.dependent_students,DEP_YR2_N,integer,,
Number of independent students in overall 2-year completion cohort,2_yr_completion.independent_students,IND_YR2_N,integer,,
Number of female students in overall 2-year completion cohort,2_yr_completion.female_students,FEMALE_YR2_N,integer,,
Number of male students in overall 2-year completion cohort,2_yr_completion.male_students,MALE_YR2_N,integer,,
Number of Pell students in overall 2-year completion cohort,2_yr_completion.pell_grant,PELL_YR2_N,integer,,
Number of no-Pell students in overall 2-year completion cohort,2_yr_completion.no_pell_grant,NOPELL_YR2_N,integer,,
Number of loan students in overall 2-year completion cohort,2_yr_completion.loan_students,LOAN_YR2_N,integer,,
Number of no-loan students in overall 2-year completion cohort,2_yr_completion.no_loan_students,NOLOAN_YR2_N,integer,,
Number of first-generation students in overall 2-year completion cohort,2_yr_completion.first_generation_students,FIRSTGEN_YR2_N,integer,,
Number of not-first-generation students in overall 2-year completion cohort,2_yr_completion.no_first_generation_students,NOT1STGEN_YR2_N,integer,,
Number of students in overall 3-year completion cohort,3_yr_completion.overall,OVERALL_YR3_N,integer,,
"Number of low-income (less than $30,000 in nominal family income) students in overall 3-year completion cohort",3_yr_completion.low_income,LO_INC_YR3_N,integer,,
"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 3-year completion cohort",3_yr_completion.middle_income,MD_INC_YR3_N,integer,,
"Number of high-income (above $75,000 in nominal family income) students in overall 3-year completion cohort",3_yr_completion.high_income,HI_INC_YR3_N,integer,,
Number of dependent students in overall 3-year completion cohort,3_yr_completion.dependent_students,DEP_YR3_N,integer,,
Number of independent students in overall 3-year completion cohort,3_yr_completion.independent_students,IND_YR3_N,integer,,
Number of female students in overall 3-year completion cohort,3_yr_completion.female_students,FEMALE_YR3_N,integer,,
Number of male students in overall 3-year completion cohort,3_yr_completion.male_students,MALE_YR3_N,integer,,
Number of Pell students in overall 3-year completion cohort,3_yr_completion.pell_grant,PELL_YR3_N,integer,,
Number of no-Pell students in overall 3-year completion cohort,3_yr_completion.no_pell_grant,NOPELL_YR3_N,integer,,
Number of loan students in overall 3-year completion cohort,3_yr_completion.loan_students,LOAN_YR3_N,integer,,
Number of no-loan students in overall 3-year completion cohort,3_yr_completion.no_loan_students,NOLOAN_YR3_N,integer,,
Number of first-generation students in overall 3-year completion cohort,3_yr_completion.first_generation_students,FIRSTGEN_YR3_N,integer,,
Number of not-first-generation students in overall 3-year completion cohort,3_yr_completion.no_first_generation_students,NOT1STGEN_YR3_N,integer,,
Number of students in overall 4-year completion cohort,4_yr_completion.overall,OVERALL_YR4_N,integer,,
"Number of low-income (less than $30,000 in nominal family income) students in overall 4-year completion cohort",4_yr_completion.low_income,LO_INC_YR4_N,integer,,
"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 4-year completion cohort",4_yr_completion.middle_income,MD_INC_YR4_N,integer,,
"Number of high-income (above $75,000 in nominal family income) students in overall 4-year completion cohort",4_yr_completion.high_income,HI_INC_YR4_N,integer,,
Number of dependent students in overall 4-year completion cohort,4_yr_completion.dependent_students,DEP_YR4_N,integer,,
Number of independent students in overall 4-year completion cohort,4_yr_completion.independent_students,IND_YR4_N,integer,,
Number of female students in overall 4-year completion cohort,4_yr_completion.female_students,FEMALE_YR4_N,integer,,
Number of male students in overall 4-year completion cohort,4_yr_completion.male_students,MALE_YR4_N,integer,,
Number of Pell students in overall 4-year completion cohort,4_yr_completion.pell_grant,PELL_YR4_N,integer,,
Number of no-Pell students in overall 4-year completion cohort,4_yr_completion.no_pell_grant,NOPELL_YR4_N,integer,,
Number of loan students in overall 4-year completion cohort,4_yr_completion.loan_students,LOAN_YR4_N,integer,,
Number of no-loan students in overall 4-year completion cohort,4_yr_completion.no_loan_students,NOLOAN_YR4_N,integer,,
Number of first-generation students in overall 4-year completion cohort,4_yr_completion.first_generation_students,FIRSTGEN_YR4_N,integer,,
Number of not-first-generation students in overall 4-year completion cohort,4_yr_completion.no_first_generation_students,NOT1STGEN_YR4_N,integer,,
Number of students in overall 6-year completion cohort,6_yr_completion.overall,OVERALL_YR6_N,integer,,
"Number of low-income (less than $30,000 in nominal family income) students in overall 6-year completion cohort",6_yr_completion.low_income,LO_INC_YR6_N,integer,,
"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 6-year completion cohort",6_yr_completion.middle_income,MD_INC_YR6_N,integer,,
"Number of high-income (above $75,000 in nominal family income) students in overall 6-year completion cohort",6_yr_completion.high_income,HI_INC_YR6_N,integer,,
Number of dependent students in overall 6-year completion cohort,6_yr_completion.dependent_students,DEP_YR6_N,integer,,
Number of independent students in overall 6-year completion cohort,6_yr_completion.independent_students,IND_YR6_N,integer,,
Number of female students in overall 6-year completion cohort,6_yr_completion.female_students,FEMALE_YR6_N,integer,,
Number of male students in overall 6-year completion cohort,6_yr_completion.male_students,MALE_YR6_N,integer,,
Number of Pell students in overall 6-year completion cohort,6_yr_completion.pell_grant,PELL_YR6_N,integer,,
Number of no-Pell students in overall 6-year completion cohort,6_yr_completion.no_pell_grant,NOPELL_YR6_N,integer,,
Number of loan students in overall 6-year completion cohort,6_yr_completion.loan_students,LOAN_YR6_N,integer,,
Number of no-loan students in overall 6-year completion cohort,6_yr_completion.no_loan_students,NOLOAN_YR6_N,integer,,
Number of first-generation students in overall 6-year completion cohort,6_yr_completion.first_generation_students,FIRSTGEN_YR6_N,integer,,
Number of not-first-generation students in overall 6-year completion cohort,6_yr_completion.no_first_generation_students,NOT1STGEN_YR6_N,integer,,
Number of students in overall 8-year completion cohort,8_yr_completion.overall,OVERALL_YR8_N,integer,,
"Number of low-income (less than $30,000 in nominal family income) students in overall 8-year completion cohort",8_yr_completion.low_income,LO_INC_YR8_N,integer,,
"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 8-year completion cohort",8_yr_completion.middle_income,MD_INC_YR8_N,integer,,
"Number of high-income (above $75,000 in nominal family income) students in overall 8-year completion cohort",8_yr_completion.high_income,HI_INC_YR8_N,integer,,
Number of dependent students in overall 8-year completion cohort,8_yr_completion.dependent_students,DEP_YR8_N,integer,,
Number of independent students in overall 8-year completion cohort,8_yr_completion.independent_students,IND_YR8_N,integer,,
Number of female students in overall 8-year completion cohort,8_yr_completion.female_students,FEMALE_YR8_N,integer,,
Number of male students in overall 8-year completion cohort,8_yr_completion.male_students,MALE_YR8_N,integer,,
Number of Pell students in overall 8-year completion cohort,8_yr_completion.pell_grant,PELL_YR8_N,integer,,
Number of no-Pell students in overall 8-year completion cohort,8_yr_completion.no_pell_grant,NOPELL_YR8_N,integer,,
Number of loan students in overall 8-year completion cohort,8_yr_completion.loan_students,LOAN_YR8_N,integer,,
Number of no-loan students in overall 8-year completion cohort,8_yr_completion.no_loan_students,NOLOAN_YR8_N,integer,,
Number of first-generation students in overall 8-year completion cohort,8_yr_completion.first_generation_students,FIRSTGEN_YR8_N,integer,,
Number of not-first-generation students in overall 8-year completion cohort,8_yr_completion.no_first_generation_students,NOT1STGEN_YR8_N,integer,,
The original amount of the loan principal upon entering repayment,loan_principal,DEBT_MDN,float,,
The median debt for students who have completed,median_debt.completers.overall,GRAD_DEBT_MDN,float,,
The median debt for students who have not completed,median_debt.noncompleters,WDRAW_DEBT_MDN,float,,
"The median debt for students with family income between $0-$30,000",median_debt.income.0_30000,LO_INC_DEBT_MDN,float,,
"The median debt for students with family income between $30,001-$75,000",median_debt.income.30001_75000,MD_INC_DEBT_MDN,float,,
"The median debt for students with family income $75,001+",median_debt.income.greater_than_75000,HI_INC_DEBT_MDN,float,,
The median debt for dependent students,median_debt.dependent_students,DEP_DEBT_MDN,float,,
The median debt for independent students,median_debt.independent_students,IND_DEBT_MDN,float,,
The median debt for Pell students,median_debt.pell_grant,PELL_DEBT_MDN,float,,
The median debt for no-Pell students,median_debt.no_pell_grant,NOPELL_DEBT_MDN,float,,
The median debt for female students,median_debt.female_students,FEMALE_DEBT_MDN,float,,
The median debt for male students,median_debt.male_students,MALE_DEBT_MDN,float,,
The median debt for first-generation students,median_debt.first_generation_students,FIRSTGEN_DEBT_MDN,float,,
The median debt for not-first-generation students,median_debt.non_first_generation_students,NOTFIRSTGEN_DEBT_MDN,float,,
The number of students in the median debt cohort,median_debt.number.overall,DEBT_N,integer,,
The number of students in the median debt completers cohort,median_debt.number.completers,GRAD_DEBT_N,integer,,
The number of students in the median debt withdrawn cohort,median_debt.number.noncompleters,WDRAW_DEBT_N,integer,,
"The number of students in the median debt low-income (less than $30,000 in nominal family income) students cohort",median_debt.number.income.0_30000,LO_INC_DEBT_N,integer,,
"The number of students in the median debt middle-income (between $30,000 and $75,000 in nominal family income) students cohort",median_debt.number.income.30001_75000,MD_INC_DEBT_N,integer,,
"The number of students in the median debt high-income (above $75,000 in nominal family income) students cohort",median_debt.number.income.greater_than_75000,HI_INC_DEBT_N,integer,,
The number of students in the median debt dependent students cohort,median_debt.number.dependent_students,DEP_DEBT_N,integer,,
The number of students in the median debt independent students cohort,median_debt.number.independent_students,IND_DEBT_N,integer,,
The number of students in the median debt Pell students cohort,median_debt.number.pell_grant,PELL_DEBT_N,integer,,
The number of students in the median debt no-Pell students cohort,median_debt.number.no_pell_grant,NOPELL_DEBT_N,integer,,
The number of students in the median debt female students cohort,median_debt.number.female_students,FEMALE_DEBT_N,integer,,
The number of students in the median debt male students cohort,median_debt.number.male_students,MALE_DEBT_N,integer,,
The number of students in the median debt first-generation students cohort,median_debt.number.first_generation_students,FIRSTGEN_DEBT_N,integer,,
The number of students in the median debt not-first-generation students cohort,median_debt.number.non_first_generation_students,NOTFIRSTGEN_DEBT_N,integer,,
Median loan debt of completers in monthly payments (10-year amortization plan),median_debt.completers.monthly_payments,GRAD_DEBT_MDN10YR,float,,
Number of students in the cumulative loan debt cohort,cumulative_debt.number,CUML_DEBT_N,integer,,
Cumulative loan debt at the 90th percentile,cumulative_debt.90th_percentile,CUML_DEBT_P90,integer,,
Cumulative loan debt at the 75th percentile,cumulative_debt.75th_percentile,CUML_DEBT_P75,integer,,
Cumulative loan debt at the 25th percentile,cumulative_debt.25th_percentile,CUML_DEBT_P25,integer,,
Cumulative loan debt at the 10th percentile,cumulative_debt.10th_percentile,CUML_DEBT_P10,integer,,
Number of students in the family income cohort,family_income.overall,INC_N,integer,,
Number of students in the family income dependent students cohort,family_income.dependent_students,DEP_INC_N,integer,,
Number of students in the family income independent students cohort,family_income.independent_students,IND_INC_N,integer,,
Number of students in the disaggregation with valid dependency status,valid_dependency_status,DEP_STAT_N,integer,,
Number of students in the parents' education level cohort,parents_education_level,PAR_ED_N,integer,,
Number of students in the FAFSA applications cohort,FAFSA_applications,APPL_SCH_N,integer,,
Median Date Student Enters Repayment,repayment_date.median,REPAY_DT_MDN,integer, ,
Median Date Student Separated,separation_date.median,SEPAR_DT_MDN,integer, ,
Number of students in the cohort for date students enter repayment,repayment_date.number,REPAY_DT_N,integer,,
Number of students in the cohort for date students separated from the school,separation_date.number,SEPAR_DT_N,integer,,
Number of students in the 1-year repayment rate cohort,1_yr_repayment.overall,RPY_1YR_N,integer,,
Number of students in the 1-year repayment rate of completers cohort,1_yr_repayment.completers,COMPL_RPY_1YR_N,integer,,
Number of students in the 1-year repayment rate of non-completers cohort,1_yr_repayment.noncompleters,NONCOM_RPY_1YR_N,integer,,
"Number of students in the 1-year repayment rate of low-income (less than $30,000 in nominal family income) students cohort",1_yr_repayment.low_income,LO_INC_RPY_1YR_N,integer,,
"Number of students in the 1-year repayment rate of middle-income (between $30,000 and $75,000 in nominal family income) students cohort",1_yr_repayment.middle_income,MD_INC_RPY_1YR_N,integer,,
"Number of students in the 1-year repayment rate of high-income (above $75,000 in nominal family income) students cohort",1_yr_repayment.high_income,HI_INC_RPY_1YR_N,integer,,
Number of students in the 1-year repayment rate of dependent students cohort,1_yr_repayment.dependent_students,DEP_RPY_1YR_N,integer,,
Number of students in the 1-year repayment rate of independent students cohort,1_yr_repayment.independent_students,IND_RPY_1YR_N,integer,,
Number of students in the 1-year repayment rate of Pell students cohort,1_yr_repayment.pell_grant,PELL_RPY_1YR_N,integer,,
Number of students in the 1-year repayment rate of no-Pell students cohort,1_yr_repayment.no_pell_grant,NOPELL_RPY_1YR_N,integer,,
Number of students in the 1-year repayment rate of female students cohort,1_yr_repayment.female_students,FEMALE_RPY_1YR_N,integer,,
Number of students in the 1-year repayment rate of male students cohort,1_yr_repayment.male_students,MALE_RPY_1YR_N,integer,,
Number of students in the 1-year repayment rate of first-generation students cohort,1_yr_repayment.first_generation_students,FIRSTGEN_RPY_1YR_N,integer,,
Number of students in the 1-year repayment rate of not-first-generation students cohort,1_yr_repayment.non_first_generation_students,NOTFIRSTGEN_RPY_1YR_N,integer,,
Number of students in the 3-year repayment rate cohort,,RPY_3YR_N,integer,,
